,名称,カテゴリー,住所,路線,最寄り駅,時間,購入価格,面積,間取り,築年数
1113,西俣野（六会日大前駅） 5780万円,新築一戸建て,神奈川県藤沢市西俣野,小田急江ノ島線,六会日大前,－徒歩17分,5780万円,267.37m2（80.87坪）（登記）,3LDK,-
1114,西俣野（六会日大前駅） 5780万円,新築一戸建て,神奈川県藤沢市西俣野,小田急江ノ島線,六会日大前,－徒歩17分,5780万円,267.37m2,3LDK,-
1115,六会日大前（藤沢市西俣野）,新築一戸建て,神奈川県藤沢市西俣野,小田急江ノ島線,六会日大前,－徒歩17分,5780万円,267.37m2,3LDK,-
1116,鵠沼海岸１（鵠沼海岸駅） 5980万円,新築一戸建て,神奈川県藤沢市鵠沼海岸１,小田急江ノ島線,鵠沼海岸,－徒歩10分,5980万円,102.26m2（30.93坪）,1LDK+S（納戸）,-
1117,鵠沼桜が岡２（本鵠沼駅） 6280万円・6780万円,新築一戸建て,神奈川県藤沢市鵠沼桜が岡２,小田急江ノ島線,本鵠沼,－徒歩11分,6280万円・6780万円,132.05m2・132.1m2（実測）,3LDK+S（納戸）,-
1118,藤沢市鵠沼桜が岡２丁目◆新築戸建◆全2棟,新築一戸建て,神奈川県藤沢市鵠沼桜が岡２,小田急江ノ島線,本鵠沼,－徒歩11分,6280万円・6780万円,132.05m2・132.1m2（39.94坪・39.96坪）,3LDK+S（納戸）,-
1119,鵠沼桜が岡,新築一戸建て,神奈川県藤沢市鵠沼桜が岡２,小田急江ノ島線,本鵠沼,－徒歩11分,6280万円・6780万円,132.05m2・132.1m2（実測）,3LDK+S（納戸）,-
1120,鵠沼桜が岡１（藤沢駅） 6580万円,新築一戸建て,神奈川県藤沢市鵠沼桜が岡１,ＪＲ東海道本線,藤沢,－徒歩15分,6580万円,113.67m2（実測）,3LDK+S（納戸）,-
1121,【先進の住宅設備を搭載した省エネ・災害にも強い住宅】　軽量鉄骨造２階建　湘南台４丁目,新築一戸建て,神奈川県藤沢市湘南台４,小田急江ノ島線,湘南台,－徒歩12分,6990万円・7990万円,120.62m2・120.73m2,3LDK・4LDK,-
1122,辻堂新町,新築一戸建て,神奈川県藤沢市辻堂新町２,ＪＲ東海道本線,辻堂,－徒歩12分,7490万円,115.04m2（実測）,3LDK,-
1123,辻堂４（辻堂駅） 7690万円,新築一戸建て,神奈川県藤沢市辻堂４,ＪＲ東海道本線,辻堂,－徒歩10分,7690万円,113.74m2（実測）,1LDK+2S（納戸）,-
1124,辻堂東海岸２（鵠沼海岸駅） 7880万円,新築一戸建て,神奈川県藤沢市辻堂東海岸２,小田急江ノ島線,鵠沼海岸,－徒歩16分～17分,7880万円,130.32m2・130.62m2（39.42坪・39.51坪）,3LDK・4LDK,-
1125,小台（富水駅） 2450万円,新築一戸建て,神奈川県小田原市小台,小田急小田原線,富水,－徒歩12分,2450万円,136.48m2（41.28坪）（実測）,3LDK,-
1126,堀之内（富水駅） 2480万円,新築一戸建て,神奈川県小田原市堀之内,小田急小田原線,富水,－徒歩8分,2480万円,122.95m2（登記）,3LDK,-
1127,曽比（栢山駅） 2480万円,新築一戸建て,神奈川県小田原市曽比,小田急小田原線,栢山,－徒歩10分,2480万円,113.39m2（実測）,3LDK,-
1128,飯田岡（飯田岡駅） 2550万円,新築一戸建て,神奈川県小田原市飯田岡,伊豆箱根大雄山線,飯田岡,－徒歩9分,2550万円,111.09m2（33.60坪）（登記）,4LDK,-
1129,下堀（鴨宮駅） 2790万円,新築一戸建て,神奈川県小田原市下堀,ＪＲ東海道本線,鴨宮,－徒歩24分,2790万円,101.29m2（実測）,3LDK,-
1130,鴨宮（鴨宮駅） 2980万円,新築一戸建て,神奈川県小田原市鴨宮,ＪＲ東海道本線,鴨宮,－徒歩14分,2980万円,99.5m2,3LDK,-
1131,酒匂３（鴨宮駅） 2990万円～3090万円,新築一戸建て,神奈川県小田原市酒匂３,ＪＲ東海道本線,鴨宮,－徒歩19分,2990万円～3090万円,138.46m2～139.57m2（41.88坪～42.21坪）,4LDK,-
1132,田島（国府津駅） 3080万円,新築一戸建て,神奈川県小田原市田島135,ＪＲ東海道本線,国府津,－徒歩22分,3080万円,143m2（43.25坪）（登記）,3LDK,-
1133,国府津（国府津駅） 3080万円,新築一戸建て,神奈川県小田原市国府津,ＪＲ東海道本線,国府津,－徒歩14分,3080万円,113.84m2（34.43坪）（登記）,4LDK,-
1134,柳新田（富水駅） 3080万円,新築一戸建て,神奈川県小田原市柳新田,小田急小田原線,富水,－徒歩8分,3080万円,175.46m2（53.07坪）,4LDK,-
1135,柳新田（富水駅） 3080万円,新築一戸建て,神奈川県小田原市柳新田,小田急小田原線,富水,－徒歩9分,3080万円,175.46m2（53.07坪）（登記）,4LDK,-
1136,酒匂１（鴨宮駅） 3280万円,新築一戸建て,神奈川県小田原市酒匂１,ＪＲ東海道本線,鴨宮,－徒歩10分,3280万円,110.03m2（33.28坪）,3LDK+S（納戸）,-
1137,曽比（栢山駅） 3290万円,新築一戸建て,神奈川県小田原市曽比,小田急小田原線,栢山,－徒歩3分,3290万円,128.85m2,4LDK,-
1138,酒匂６（鴨宮駅） 3290万円,新築一戸建て,神奈川県小田原市酒匂６,ＪＲ東海道本線,鴨宮,－徒歩20分,3290万円,190.89m2,4LDK,-
1139,栢山（栢山駅） 3380万円,新築一戸建て,神奈川県小田原市栢山,小田急小田原線,栢山,－徒歩8分,3380万円,160.08m2（48.42坪）,4LDK,-
1140,東町１（小田原駅） 3380万円～3680万円,新築一戸建て,神奈川県小田原市東町１,ＪＲ東海道本線,小田原,－徒歩19分,3380万円～3680万円,111.08m2～134.39m2（33.60坪～40.65坪）,4LDK,-
1141,栢山（栢山駅） 3570万円,新築一戸建て,神奈川県小田原市栢山,小田急小田原線,栢山,－徒歩9分,3570万円,201.92m2（61.08坪）,3LDK,-
1142,国府津（国府津駅） 3680万円,新築一戸建て,神奈川県小田原市国府津,ＪＲ東海道本線,国府津,－徒歩15分,3680万円,133.89m2・138.27m2（40.50坪・41.82坪）（登記）,3LDK・4LDK-,-
1143,国府津（国府津駅） 3680万円,新築一戸建て,神奈川県小田原市国府津2743-1,ＪＲ東海道本線,国府津,－徒歩16分,3680万円,124.69m2～138.27m2,3LDK～4LDK,-
1144,小田原市扇町1丁目,新築一戸建て,神奈川県小田原市扇町１,ＪＲ東海道本線,小田原,－徒歩13分,3980万円,122.56m2（実測）,3LDK,-
1145,甘沼（香川駅） 2480万円,新築一戸建て,神奈川県茅ヶ崎市甘沼758-5,ＪＲ相模線,香川,－徒歩15分,2480万円,69.65m2,2LDK+S（納戸）,-
1146,甘沼（香川駅） 2480万円,新築一戸建て,神奈川県茅ヶ崎市甘沼,ＪＲ相模線,香川,－徒歩15分,2480万円,69.65m2（21.06坪）,2LDK+S（納戸）,-
1147,中島 2880万円～3380万円,新築一戸建て,神奈川県茅ヶ崎市中島1051,ＪＲ東海道本線,茅ケ崎,バス8分停歩5分,2880万円～3380万円,86.18m2・106.81m2（26.06坪・32.30坪）（登記）,3LDK,-
1148,中島（茅ケ崎駅） 3280万円～3780万円,新築一戸建て,神奈川県茅ヶ崎市中島384-2,ＪＲ東海道本線,茅ケ崎,－徒歩47分～47分,3280万円～3780万円,111.21m2～123.17m2（33.64坪～37.25坪）（登記）,3LDK・4LDK,-
1149,円蔵（北茅ケ崎駅） 3280万円～3880万円,新築一戸建て,神奈川県茅ヶ崎市円蔵1931-4,ＪＲ相模線,北茅ケ崎,－徒歩17分～18分,3280万円～3880万円,110.31m2～113.38m2（33.36坪～34.29坪）（登記）,3LDK・4LDK,-
1150,円蔵（北茅ケ崎駅） 3280万円,新築一戸建て,神奈川県茅ヶ崎市円蔵,ＪＲ相模線,北茅ケ崎,－徒歩17分,3280万円,110.31m2（実測）,3LDK,-
1151,平太夫新田 3330万円,新築一戸建て,神奈川県茅ヶ崎市平太夫新田,ＪＲ相模線,茅ケ崎,バス18分停歩12分,3330万円,120.6m2（36.48坪）（登記）,3LDK,-
1152,平太夫新田 3330万円,新築一戸建て,神奈川県茅ヶ崎市平太夫新田,ＪＲ相模線,茅ケ崎,バス18分停歩12分,3330万円,120.48m2（36.44坪）（登記）,3LDK,-
1153,今宿（茅ケ崎駅） 3380万円,新築一戸建て,神奈川県茅ヶ崎市今宿888-1,ＪＲ東海道本線,茅ケ崎,－徒歩40分～40分,3380万円,76m2（22.98坪）（登記）,3LDK,-
1154,西久保（茅ケ崎駅） 3390万円,新築一戸建て,神奈川県茅ヶ崎市西久保632,ＪＲ相模線,茅ケ崎,－徒歩32分,3390万円,106.48m2（32.21坪）,4LDK,-
1155,香川１（香川駅） 3480万円・3780万円,新築一戸建て,神奈川県茅ヶ崎市香川１-28-8,ＪＲ相模線,香川,－徒歩7分～7分,3480万円・3780万円,80.13m2・80.2m2（24.23坪・24.26坪）,3LDK,-
1156,円蔵（北茅ケ崎駅） 3480万円～3880万円,新築一戸建て,神奈川県茅ヶ崎市円蔵2179-3,ＪＲ相模線,北茅ケ崎,－徒歩13分～13分,3480万円～3880万円,100.16m2～108.53m2（30.29坪～32.83坪）（登記）,2LDK+S（納戸）～3LDK+S（納戸）,-
1157,小和田１（辻堂駅） 3480万円,新築一戸建て,神奈川県茅ヶ崎市小和田１,ＪＲ東海道本線,辻堂,－徒歩19分,3480万円,50.61m2（登記）,3LDK,-
1158,小和田１（辻堂駅） 3480万円,新築一戸建て,神奈川県茅ヶ崎市小和田１,ＪＲ東海道本線,辻堂,－徒歩19分,3480万円,50.61m2（15.30坪）,3LDK,-
1159,萩園（茅ケ崎駅） 3580万円,新築一戸建て,神奈川県茅ヶ崎市萩園2028-93,ＪＲ相模線,茅ケ崎,－徒歩38分,3580万円,91.88m2（27.79坪）,2LDK+S（納戸）,-
1160,萩園 3580万円,新築一戸建て,神奈川県茅ヶ崎市萩園,ＪＲ東海道本線,茅ケ崎,バス17分停歩4分,3580万円,91.88m2（27.79坪）,2LDK+S（納戸）,-
1161,柳島１ 3680万円～4580万円,新築一戸建て,神奈川県茅ヶ崎市柳島１,ＪＲ東海道本線,茅ケ崎,バス9分停歩3分,3680万円～4580万円,58.13m2～75.08m2（17.58坪～22.71坪）（登記）,3LDK・4LDK-,-
1162,今宿 3680万円,新築一戸建て,神奈川県茅ヶ崎市今宿,ＪＲ東海道本線,茅ケ崎,バス7分停歩4分,3680万円,96.34m2（29.14坪）（登記）,3LDK,-
1163,香川４（香川駅） 3680万円・3780万円,新築一戸建て,神奈川県茅ヶ崎市香川４-7-9,ＪＲ相模線,香川,－徒歩7分～8分,3680万円・3780万円,84.14m2・84.21m2（25.45坪・25.47坪）（登記）,3LDK,-
1164,柳島 3780万円,新築一戸建て,神奈川県茅ヶ崎市柳島,ＪＲ東海道本線,茅ケ崎,バス10分停歩7分,3780万円,55.94m2（16.92坪）（登記）,3LDK,-
1165,円蔵（北茅ケ崎駅） 3780万円,新築一戸建て,神奈川県茅ヶ崎市円蔵,ＪＲ相模線,北茅ケ崎,－徒歩17分,3780万円,113.38m2（実測）,3LDK,-
1166,南湖２（茅ケ崎駅） 3780万円,新築一戸建て,神奈川県茅ヶ崎市南湖２,ＪＲ東海道本線,茅ケ崎,－徒歩24分,3780万円,89.37m2,4LDK,-
1167,香川１ 3790万円,新築一戸建て,神奈川県茅ヶ崎市香川１,ＪＲ東海道本線,茅ケ崎,バス16分停歩7分,3790万円,109.24m2（33.04坪）（登記）,4LDK,-
1168,萩園 3880万円,新築一戸建て,神奈川県茅ヶ崎市萩園,ＪＲ東海道本線,茅ケ崎,バス12分停歩3分,3880万円,130.13m2（登記）,4LDK,-
1169,萩園（茅ケ崎駅） 3880万円,新築一戸建て,神奈川県茅ヶ崎市萩園2192-5,ＪＲ相模線,茅ケ崎,－徒歩38分,3880万円,146.03m2（44.17坪）,3LDK,-
1170,萩園（茅ケ崎駅） 3880万円,新築一戸建て,神奈川県茅ヶ崎市萩園1462-1,ＪＲ相模線,茅ケ崎,－徒歩45分,3880万円,130.13m2（39.36坪）（登記）,4LDK,-
1171,円蔵（北茅ケ崎駅） 3880万円,新築一戸建て,神奈川県茅ヶ崎市円蔵,ＪＲ相模線,北茅ケ崎,－徒歩17分,3880万円,110.81m2（実測）,4LDK,-
1172,中島 3890万円・4390万円,新築一戸建て,神奈川県茅ヶ崎市中島,ＪＲ東海道本線,茅ケ崎,バス10分停歩7分,3890万円・4390万円,154.71m2・160.24m2（46.79坪・48.47坪）,4LDK,-
1173,今宿（茅ケ崎駅） 3990万円～4290万円,新築一戸建て,神奈川県茅ヶ崎市今宿,ＪＲ相模線,茅ケ崎,－徒歩40分～40分,3990万円～4290万円,109m2（32.97坪）（登記）,4LDK,-
1174,菱沼１ 3998万円～4998万円,新築一戸建て,神奈川県茅ヶ崎市菱沼１-19-35,ＪＲ東海道本線,辻堂,バス6分停歩2分～3分,3998万円～4998万円,82.86m2～85.97m2（実測）,2LDK+2S（納戸）～3LDK+S（納戸）,-
1175,菱沼１（辻堂駅） 3998万円～4998万円,新築一戸建て,神奈川県茅ヶ崎市菱沼１-624-8,ＪＲ東海道本線,辻堂,－徒歩24分～24分,3998万円～4998万円,82.86m2～85.97m2（25.06坪～26.00坪）,2LDK+2S（納戸）・3LDK+S（納戸）,-
1176,下町屋２（茅ケ崎駅） 4048万円・4448万円,新築一戸建て,神奈川県茅ヶ崎市下町屋２-6-23,ＪＲ相模線,茅ケ崎,－徒歩27分～27分,4048万円・4448万円,96.96m2・109.3m2（29.33坪・33.06坪）（登記）,2LDK+2S（納戸）,-
1177,南湖４（茅ケ崎駅） 4080万円,新築一戸建て,神奈川県茅ヶ崎市南湖４,ＪＲ東海道本線,茅ケ崎,－徒歩21分,4080万円,76m2・79.42m2（22.98坪・24.02坪）,2LDK+2S（納戸）・3LDK+S（納戸）,-
1178,甘沼（香川駅） 4080万円・4180万円,新築一戸建て,神奈川県茅ヶ崎市甘沼,ＪＲ相模線,香川,－徒歩15分,4080万円・4180万円,119.69m2・119.7m2,3LDK～4LDK,-
1179,浜之郷（茅ケ崎駅） 4280万円・4780万円,新築一戸建て,神奈川県茅ヶ崎市浜之郷,ＪＲ東海道本線,茅ケ崎,－徒歩18分,4280万円・4780万円,59.54m2・89.43m2（18.01坪・27.05坪）,2LDK+2S（納戸）・3LDK+S（納戸）,-
1180,本村５（茅ケ崎駅） 4280万円～4480万円,新築一戸建て,神奈川県茅ヶ崎市本村５,ＪＲ東海道本線,茅ケ崎,－徒歩15分,4280万円～4480万円,64.58m2～70.18m2（登記）,3LDK+S（納戸）～4LDK,-
1181,西久保（茅ケ崎駅） 4380万円,新築一戸建て,神奈川県茅ヶ崎市西久保７４９－１,ＪＲ東海道本線,茅ケ崎,－徒歩32分～32分,4380万円,112.8m2（34.12坪）,3LDK,-
1182,美住町（辻堂駅） 4390万円,新築一戸建て,神奈川県茅ヶ崎市美住町,ＪＲ東海道本線,辻堂,－徒歩22分,4390万円,105.05m2（実測）,4LDK,-
1183,中島 4390万円,新築一戸建て,神奈川県茅ヶ崎市中島,ＪＲ東海道本線,茅ケ崎,バス10分停歩7分,4390万円,154.71m2（46.79坪）（登記）,4LDK,-
1184,本村５（北茅ケ崎駅） 4450万円・4680万円,新築一戸建て,神奈川県茅ヶ崎市本村５-7,ＪＲ相模線,北茅ケ崎,－徒歩6分～7分,4450万円・4680万円,98.22m2・124.57m2（29.71坪・37.68坪）（登記）,3LDK・4LDK,-
1185,東海岸北４（茅ケ崎駅） 4450万円,新築一戸建て,神奈川県茅ヶ崎市東海岸北４,ＪＲ東海道本線,茅ケ崎,－徒歩17分,4450万円,95.36m2（28.84坪）,4LDK,-
1186,美住町（辻堂駅） 4490万円,新築一戸建て,神奈川県茅ヶ崎市美住町,ＪＲ東海道本線,辻堂,－徒歩22分,4490万円,105.15m2（実測）,4LDK,-
1187,円蔵２ 4498万円,新築一戸建て,神奈川県茅ヶ崎市円蔵２,ＪＲ東海道本線,茅ケ崎,バス9分停歩8分,4498万円,98.98m2（29.94坪）（実測）,4LDK,-
1188,赤羽根 4580万円,新築一戸建て,神奈川県茅ヶ崎市赤羽根,ＪＲ東海道本線,辻堂,バス9分停歩5分,4580万円,119.49m2,4LDK,-
1189,赤羽根 4580万円,新築一戸建て,神奈川県茅ヶ崎市赤羽根,ＪＲ東海道本線,辻堂,バス9分停歩5分,4580万円,119.49m2（実測）,4LDK,-
1190,美住町（辻堂駅） 4590万円,新築一戸建て,神奈川県茅ヶ崎市美住町,ＪＲ東海道本線,辻堂,－徒歩22分,4590万円,106.15m2（実測）,4LDK,-
1191,高田１ 4598万円,新築一戸建て,神奈川県茅ヶ崎市高田１,ＪＲ相模線,北茅ケ崎,バス5分停歩5分,4598万円,135m2（実測）,4LDK,-
1192,高田１ 4598万円,新築一戸建て,神奈川県茅ヶ崎市高田１,ＪＲ相模線,北茅ケ崎,バス5分停歩5分,4598万円,135m2（実測）,4LDK,-
1193,ひばりが丘（茅ケ崎駅） 4680万円・4780万円,新築一戸建て,神奈川県茅ヶ崎市ひばりが丘2－34,ＪＲ相模線,茅ケ崎,－徒歩23分～23分,4680万円・4780万円,78.88m2・78.89m2（23.86坪・23.86坪）（登記）,4LDK,-
1194,室田３（北茅ケ崎駅） 4680万円～5180万円,新築一戸建て,神奈川県茅ヶ崎市室田３-3-12-11,ＪＲ相模線,北茅ケ崎,－徒歩15分～15分,4680万円～5180万円,78.26m2～100.5m2（23.67坪～30.40坪）（登記）,3LDK+S（納戸）・4LDK,-
1195,愛車を守るガレージハウス！屋上庭園付！CATAREL HOUSE湘南ひばりが丘,新築一戸建て,神奈川県茅ヶ崎市ひばりが丘,ＪＲ東海道本線,茅ケ崎,－徒歩21分,4680万円～4880万円,78.88m2～78.89m2,3LDK,-
1196,浜須賀 4690万円～4990万円,新築一戸建て,神奈川県茅ヶ崎市浜須賀,ＪＲ東海道本線,辻堂,バス8分停歩4分,4690万円～4990万円,100.8m2・121.67m2（30.49坪・36.80坪）,3LDK～4LDK,-
1197,柳島海岸 4790万円,新築一戸建て,神奈川県茅ヶ崎市柳島海岸,ＪＲ東海道本線,茅ケ崎,バス11分停歩3分,4790万円,112.81m2（実測）,3LDK+S（納戸）,-
1198,赤羽根（辻堂駅） 4830万円,新築一戸建て,神奈川県茅ヶ崎市赤羽根2682-6,ＪＲ東海道本線,辻堂,－徒歩19分,4830万円,110.51m2（33.42坪）（登記）,3LDK,-
1199,美住町（辻堂駅） 4890万円,新築一戸建て,神奈川県茅ヶ崎市美住町,ＪＲ東海道本線,辻堂,－徒歩22分,4890万円,116.85m2（実測）,4LDK,-
